Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
A Multi-Target Trajectory Planning of a 6-DoF Free-Floating Space Robot via Reinforcement Learning,S. Wang; X. Zheng; Y. Cao; T. Zhang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636681,NO,"Compared with traditional model-based methods, model-free reinforcement learning methods are promising in tackling space capture missions, which is challenging due to the dynamic singular problem and measuring errors of dynamics parameters. We evaluate our approach on four tasks: circle trajectory tracking, external disturbances at joints, different masses of the base, and even single joint failure, without any further fine-tuning."
Bio-Inspired Design of a Gliding-Walking Multi-Modal Robot,W. D. Shin; J. Park; H. -W. Park,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594210,NO,"By taking design principles from observation of Pteromyini, commonly known as the flying squirrel, which shows balanced performances in both aerial and terrestrial locomotion, a novel robotic platform with the ability of gliding and walking is designed. The robot glided with an average gliding ratio of 1.88 and controlled its angle-of-attack for slowing down to land safely."
GhostPose: Multi-view Pose Estimation of Transparent Objects for Robot Hand Grasping,J. Chang; M. Kim; S. Kang; H. Han; S. Hong; K. Jang; S. Kang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636459,NO,"Comparing with the previous pose estimation approaches, GhostPose is more generalized to environments and object types, because it does not require 3D models, object specific key points, predefined stereo settings and depth map. To address these issues, we present a 6DoF pose estimation approach, called GhostPose, which utilizes a novel 3D bounding box prediction network and multi-view geometry with cameras on manipulator robot."
Simultaneous Contact-Rich Grasping and Locomotion via Distributed Optimization Enabling Free-Climbing for Multi-Limbed Robots,Y. Shirai; X. Lin; A. Schperberg; Y. Tanaka; H. Kato; V. Vichathorn; D. Hong,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981579,NO,"We demonstrate our proposed framework in the hardware experiments, showing that the multi-limbed robot is able to realize various motions including free-climbing at a slope angle 45° with a much shorter planning time. The resulting frameworks use Mixed-Integer Quadratic Programming (MIQP) to solve contact and NonLinear Programming (NLP) to solve nonlinear dynamics, which are more computationally tractable and less sensitive to parameters."
Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,A. Bucker; L. Figueredo; S. Haddadinl; A. Kapoor; S. Ma; R. Bonatti,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981810,YES,"However, using language is seldom an easy task when humans need to express their intent towards robots, since most of the current language interfaces require rigid templates with a static set of action targets and commands. We train the model using imitation learning over a dataset containing robot trajectories modified by language commands, and treat the trajectory generation process as a sequence prediction problem, analogously to how language generation architectures operate."
Macro-Micro Multi-Arm Robot for Single-Port Access Surgery,T. Vandebroek; M. Ourak; C. Gruijthuijsen; A. Javaux; J. Legrand; T. Vercauteren; S. Ourselin; J. Deprest; E. V. Poorten,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968219,NO,The concept introduces a combination of backbone and actuation principles in a macro-micro fashion to achieve an excellent decoupling of the triangulation platform (macro) and of the end-effectors (micro). The triangulation platform on the other hand provides a stable base for the end-effectors such that large distal actuation bandwidth can be achieved.
Multi-Stage Learning of Selective Dual-Arm Grasping Based on Obtaining and Pruning Grasping Points Through the Robot Experience in the Real World,S. Kitagawa; K. Wada; S. Hasegawa; K. Okada; M. Inaba,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593752,NO,"In this paper, we introduce dual-arm grasping as another possible strategy and propose a multi-stage learning method for selective dual-arm grasping using Convolutional Neural Networks (CNN)for grasping point prediction and semantic segmentation. Although a robot learns both single-arm and dual-arm grasping efficiently with the annotation, the robot may not be able to grasp it because the annotation algorithm is designed by human."
Autonomous Robot Navigation Based on Multi-Camera Perception,K. Zhu; W. Chen; W. Zhang; R. Song; Y. Li,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341304,NO,"Based on the outputs of the network, three navigation indicators are generated and then combined with the high-level control commands extracted by the proposed MapNet, which are finally fed into the driving controller. A new multi-task network is designed for handling the visual information supplied by the left, central and right cameras to find the passable area, detect the intersection and infer the steering."
Anticipatory Human-Robot Collaboration via Multi-Objective Trajectory Optimization,A. Jain; D. Chen; D. Bansal; S. Scheele; M. Kishore; H. Sapra; D. Kent; H. Ravichandar; S. Chernova,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341058,NO,"To this end, we propose CoMOTO, a trajectory optimization framework that utilizes stochastic motion prediction to anticipate the human's motion and adapt the robot's joint trajectory accordingly. We design a multiobjective cost function that simultaneously optimizes for i) separation distance, ii) visibility of the end-effector, iii) legibility, iv) efficiency, and v) smoothness."
A Multi-Contact Motion Planning and Control Strategy for Physical Interaction Tasks Using a Humanoid Robot,F. Ruscelli; M. P. Polverini; A. Laurenzi; E. M. Hoffman; N. G. Tsagarakis,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340745,NO,"Building from a multi-contact control architecture that combines contact planning and reactive force distribution capabilities, the main contribution of this work consists in the integration of a sample-based motion planning layer conceived for transitioning movements where obstacle and self-collisions avoidance is involved. To plan these motions we use Rapidly Exploring Random Tree (RRT) projected on the contacts manifold and validated through the Centroidal Statics (CS) model, to ensure static balance on non-coplanar surfaces."
Multi-Scenario Contacts Handling for Collaborative Robots Applications,D. Popov; S. Mikhel; R. Yagfarov; A. Klimchik; A. Pashkevich,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636113,NO,"Based on these categories and the current robot state, the algorithm chose an appropriate behavior scenario.All presented algorithms are based only on proprioceptive sensors information and were tested in a simulated environment and on the real collaborative robots KUKA iiwa and Universal Robots UR10e. The goal of this work is to propose a way of dealing with physical interactions for collaborative robots that will ensure the safety of a human operator and improve the performance of a common task by implementing multiple robot behavior scenarios."
Target Tracking Control of a Wheel-less Snake Robot Based on a Supervised Multi-layered SNN,Z. Jiang; R. Otto; Z. Bing; K. Huang; A. Knoll,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341520,NO,"However, due to the complexity of the 3D gaits on a wheel-less snake robot and the imprecision of the pose control while in motion, they have some fluctuation that adversely affects their performances. The use of a Spiking Neural Network (SNN) which is a biologically plausible artificial neural network can help to achieve the autonomous locomotion behavior of snake robots in an energy-efficient manner."
Robotic Detection of a Human-Comprehensible Gestural Language for Underwater Multi-Human-Robot Collaboration,S. S. Enan; M. Fulton; J. Sattar,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981450,NO,"Our experimental evaluations, both in simulation and in closed-water robot trials, demonstrate that the proposed RRCommNet architecture is able to decipher gesture-based messages with an average accuracy of 88-94% on simulated data and 73-83% on real data (depending on the version of the model used). To allow AUVs to visually understand a gesture from another AUV, we propose a deep network (RRCommNet) which exploits a self-attention mechanism to learn to recognize each message by extracting maximally discriminative spatio-temporal features."
Structure preserving Multi-Contact Balance Control for Series-Elastic and Visco-Elastic Humanoid Robots,A. Werner; B. Henze; M. Keppler; F. Loeffl; S. Leyendecker; C. Ott,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593596,NO,"Inspired by the structure preserving control concept for series-elastic fixed-base robots, the presented approach aims to minimize the control effort by keeping the system structure intact. The proposed dynamically consistent force distribution is implemented as a model predictive controller which resolves redundancy while complying with contact force and actuator constraints."
Autonomous Cooperative Transportation System involving Multi-Aerial Robots with Variable Attachment Mechanism,K. Oishi; T. Jimbo,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636145,NO,"To address this issue, we propose a cooperative transportation sys- tem comprising autonomously executable software and suitable hardware, covering the entire process, from pre-takeoff setting to controlled flight. The proposed system decides the formation of the attachment positions by prioritizing controllability based on the center of gravity obtained from Bayesian estimations with robot pairs."
GR-Fusion: Multi-sensor Fusion SLAM for Ground Robots with High Robustness and Low Drift,T. Wang; Y. Su; S. Shao; C. Yao; Z. Wang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636232,NO,"In the mapping node, we use refined features and tightly coupled the GNSS measurements, increment factors, and local ground constraints to further refine the robot’s global state by aligning LiDAR features with the global map. Based on a six-wheeled ground robot, we perform extensive experiments in both indoor and outdoor environments and demonstrated that the proposed GR-Fusion outperforms state-of-the-art SLAM methods in terms of accuracy and robustness."
Dynamics Computation of a Hybrid Multi-link Humanoid Robot Integrating Rigid and Soft Bodies,T. Ishigaki; K. Yamamoto,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636733,NO,"For controlling a humanoid robot with soft links, we implement a dynamics computation with a floating-base and derive the center-of-gravity Jacobian matrix of the hybrid link system. Recent progress in soft robotics such as piecewise constant strain (PCS) model provides the way to compute dynamics of soft deformation with a low computational cost."
Multi-directional Bicycle Robot for Bridge Inspection with Steel Defect Detection System,H. Ahmed; S. T. Nguyen; D. La; C. P. Le; H. M. La,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981325,NO,"The quantitative results have been reported for three Deep Encoder-Decoder Networks (i.e., LinkNet, UNet, DeepLab) with their corresponding Encoder modules (i.e., ResNet-18, ResNet-34, RegNet-X2, EfficientNet-B0, and EfficientNet-B2). The paper also provides a novel pipeline for Steel Defect Detection, which utilizes multiple datasets (one for training and one for validation) from real bridges."
Multi-task Control for a Quadruped Robot with Changeable Leg Configuration,L. Ye; H. Liu; X. Wang; B. Liang; B. Yuan,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340965,NO,"The mechanical design of the robot ensures a wide range of motion for all joints, which allows it to stand and walk like a mammal as well as sprawl to the ground and crawl like a reptile. This paper demonstrates that even some challenging locomotion tasks can be achieved in a rather simple way without using complicated control algorithms, which suggests us to rethink about the leg configurations in designing quadruped robots."
Auditory Feedback Effectiveness for Enabling Safe Sclera Force in Robot-Assisted Vitreoretinal Surgery: a Multi-User Study,A. Ebrahimi; M. Roizenblatt; N. Patel; P. Gehlbach; I. Iordachita,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341350,NO,The tactile perception of these interaction forces (sclera force) has long been a crucial source of feedback for surgeons who rely on them to guide surgical maneuvers and to prevent damaging forces from being applied to the eye. Robot-assisted retinal surgery has become increasingly prevalent in recent years in part due to the potential for robots to help surgeons improve the safety of an immensely delicate and difficult set of tasks.
Basic Implementation of FPGA-GPU Dual SoC Hybrid Architecture for Low-Latency Multi-DOF Robot Motion Control,Y. Nagamatsu; F. Sugai; K. Okada; M. Inaba,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341602,NO,"This paper describes basic implementation of an embedded controller board based on a hybrid architecture equipped with an Intel FPGA SoC and an NVIDIA GPU SoC. Computing performance of the FPGA SoC, the GPU SoC, and the central controller is evaluated by computation time of matrix multiplication."
Shared Autonomy for Safety Between a Self-reconfigurable Robot and a Teleoperator Using Multi-layer Fuzzy Logic,R. F. G. Azcarate; S. C. Daniela; A. A. Hayat; L. Yi; M. A. V. J. Muthugala; Q. R. Tang; A. P. Povendhan; K. J. K. Leong; M. R. Elara,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981872,NO,"This paper presents a research study focused on shared autonomy using a multi-layer fuzzy logic framework to build a relationship between an autonomous self-reconfigurable robot and a human user by switching control to the teleoperator to assist the robot when it faces challenging scenarios while keeping a good performance and maintaining a safe environment. It evaluates safety based on the robot's multi-sensor inputs, the teleoperator's attention level, and the configuration state of the self-reconfigurable robot and switches the operation mode, robot speed gain, and configuration state for performance and safety without compromises."
Online Foot-Strike Detection Using Inertial Measurements for Multi-Legged Walking Robots,P. Čížek; J. Kubík; J. Faigl,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594010,NO,"The proposed solution is experimentally validated using a real hexapod walking robot for which the walking speed has been improved in comparison to the previous adaptive motion gait based on a force threshold-based position controller for the foot-strike detection. The interrupt mode exhibits significantly better performance, and it also supports generalization of the foot-strike event detector learned from data collected in slow locomotion to faster locomotion where the signals slightly change."
A Multi-DOF Human-Powered Robot Using Regenerative Clutches and Constant-Force Springs,Y. Sugahara; K. Tsukamoto; M. Endo; J. Okamoto; D. Matsuura; Y. Takeda,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967618,NO,"The single-clutch human-powered joint-drive mechanism developed in this study is a system that can output forward and reverse torques and, to control the joint angle, performs servo control of the joint with one regenerative clutch by offsetting the torque using a constant-force spring. The two-DOF human-powered robot using our systems realized planar trajectory tracking, suggesting that the position control of the end point of a multi-DOF human-powered robot is possible."
Whole-Body Control of Humanoid Robot in 3D Multi-Contact under Contact Wrench Constraints Including Joint Load Reduction with Self-Collision and Internal Wrench Distribution,N. Hiraoka; M. Murooka; H. Ito; I. Yanokura; K. Okada; M. Inaba,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967555,NO,"In our method, robots are controlled under contact wrench constraints with three features: 1) internal wrench control to reduce joint load and prolong the time in which the high-load postures can be maintained 2) feasible utilization of self-collision to reduce joint load by turning off joint servo gains 3) handling degenerated degree of freedom by solving a quadratic optimization problem integrating wrench distribution and inverse kinematics in which internal wrench is controlled only in controllable directions.With our methods, HRP2-JSKNTS could pick up an object under a desk with squatting with the back of the upper leg on the back of the lower leg without sliding at the right arm. In this paper, we propose an approach for online whole-body control of position-controlled humanoid robot with 3D multi-contact to cope with contact wrench constraints and joint overload."
A Multi-Granularity Scene Segmentation Network for Human-Robot Collaboration Environment Perception,J. Fan; P. Zheng; C. K. M. Lee,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981684,NO,"Inspired by some recent network designs, we construct an encoder network with two ConvNext-T backbones for RGB and depth respectively, and an decoder network consisting of multi-scale supervision and multi-granularity segmentation branches. The proposed model is demonstrated in a human-robot collaborative battery disassembly scenario and further evaluated in comparison with state-of-the-art RGB-D semantic segmentation methods on the NYU-Depth V2 dataset."
A Multi-Task Priority Framework for Redundant Robots with Multiple Kinematic Chains under Hard Joint and Cartesian Constraints,A. Peñalver; J. J. Fernández; A. Soriano; P. J. Sanz,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593967,NO,"The management of multiple tasks is based on the reverse priority method, that has been modified so that it makes possible the assignment of different priorities to each joint in order to accomplish the tasks. It integrates, in a unified framework, the treatment of multiple tasks, multiple kinematic chains, different joint priorities and hard constraints."
Decentralized Control and Teleoperation of a Multi-UAV Parallel Robot Based on Intrinsic Measurements,S. Liu; J. Erskine; A. Chriette; I. Fantoni,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636195,NO,"The primary limitation of such aerial manipulators is the dependence on motion capture (MOCAP) systems that provide precise and high-rate exteroceptive pose measurements of all bodies in a common inertial frame, but which are impractical in the majority of real applications.This paper proposes a novel methodology of controlling multi-UAV parallel robots, using a Flying Parallel Robot (FPR) as a case study, that could be deployed without a system of external localisation. Intrinsic measurements acquired onboard the UAVs are used to recover a set of robot states that avoid using coordinates derived from a global frame and allow control of the robot by teleoperation."
A Multi-Channel Embedded DSP Closed-Loop Control System for Musical Robots,J. Long; J. Murphy; D. A. Carnegie; A. Kapur,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967687,NO,"This paper presents a new, custom-built embedded DSP system that is capable of up to 32 channels of high quality audio input and output, created to carry out musical information retrieval tasks on the sonic output of musical robots in real time while they are performing. By integrating this system into new musical robots, the result is instruments that are able to `listen' to the audible results of their own actuations in real time, and continuously calibrate their actions to best represent the intentions of the programmed musical composition or live input."
Multi-axis Reorientation of a Free-falling Omnidirectional Wheeled Robot,M. Charlet; T. Laliberté; C. Gosselin,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981821,NO,"On the other hand, the first free fall demonstration shows that a worst case scenario of a 180-degree reorientation about one axis can be completed in just under 0.45 seconds (one-metre fall) and the second free fall demonstration validates that the prototype is capable of simultaneous reorientation about both the roll and pitch axes. Indeed, the use of omnidirectional wheels allows for simplifications to be made with respect to previous mobile robot architectures that make the proposed architecture more efficient for free fall reorientation, while still maintaining free roaming capabilities."
"Experimental Study on Impact Resistance of Multi-DOF Electro-Hydrostatic Robot Systems Using Hydracer, a 6DOF Arm",M. Komagata; Y. Imashiro; R. Suzuki; K. Oishi; K. Yamamoto; Y. Nakamura,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981130,NO,"In order to evaluate the impact resistance of the high-power EHA-driven robot, we developed high-pressure EHAs employing ceramics as rigid material to reduce internal leakage, and developed the EHA-driven 6-DOF robot arm Hydracer as the platform for the evaluation. An electro-hydrostaic actuator (EHA) is expected to be suitable for such applications because it has high backdrivability which improve both force controllability at contact and impact resistance."
Nonprehensile Pushing Manipulation Strategies for a Multi-Limb Robot,G. Zhang; S. Ma; Y. Li,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593914,NO,We solve the motion planning problem by selecting a feasible path in the reduced-dimensional space and generating the system trajectory along the selected path. This paper explores the control strategy for a multi-limb robot nonprehensilely pushing an object to slide on the floor.
Policy Distillation and Value Matching in Multiagent Reinforcement Learning,S. Wadhwania; D. -K. Kim; S. Omidshafiei; J. P. How,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967849,NO,"Existing works have focused on sharing information between agents via centralized critics to stabilize learning or through communication to improve performance, but do not generally consider how information can be shared between agents to address the curse of dimensionality in MARL. This paper introduces a multiagent actor-critic algorithm for combining knowledge from homogeneous agents through distillation and value-matching that outperforms policy distillation alone and allows further learning in discrete and continuous action spaces."
Scaling Up Multiagent Reinforcement Learning for Robotic Systems: Learn an Adaptive Sparse Communication Graph,C. Sun; M. Shen; J. P. How,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341303,NO,"Through this sparsity structure, the agents can communicate in an effective as well as efficient way via only selectively attending to agents that matter the most and thus the scale of the MARL problem is reduced with little optimality compromised. Comparative results show that our algorithm can learn an interpretable sparse structure and outperforms previous works by a significant margin on applications involving a large-scale multiagent system."
Safe adaptation in multiagent competition,M. Shen; J. P. How,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981763,NO,"To overcome this difficulty, we developed a safe adaptation approach in which the ego-agent is trained against a regularized opponent model, which effectively avoids overfitting and consequently improves the robustness of the ego-agent's policy. The experiment results suggest that our approach effectively achieves both adaptation to the specific opponent that the ego-agent is interacting with and maintaining low exploitability to other possible opponent exploitation."
Relational Graph Learning for Crowd Navigation,C. Chen; S. Hu; P. Nikdel; G. Mori; M. Savva,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340705,NO,"Our approach reasons about the relations between all agents based on their latent features and uses a Graph Convolutional Network to encode higher-order interactions in each agent’s state representation, which is subsequently leveraged for state prediction and value estimation. We evaluate our approach against a state-of-the-art baseline for crowd navigation and ablations of our model to demonstrate that navigation with our approach is more efficient, results in fewer collisions, and avoids failure cases involving oscillatory and freezing behaviors."
Robot Navigation in Crowded Environments Using Deep Reinforcement Learning,L. Liu; D. Dugas; G. Cesari; R. Siegwart; R. Dubé,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341540,NO,"Our model is also designed such that it can handle usual cases in which robots can be equipped with sensor suites that only offer limited field of view. By separately processing information related to static and dynamic objects, we enable our network to learn motion patterns that are tailored to real-world environments."
Geometric and Physical Constraints for Drone-Based Head Plane Crowd Density Estimation,W. Liu; K. Lis; M. Salzmann; P. Fua,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967852,NO,"This distortion is usually handled implicitly by either learning scale-invariant features or estimating density in patches of different sizes, neither of which accounts for the fact that scale changes must be consistent over the whole scene.In this paper, we explicitly model the scale changes and reason in terms of people per square-meter. We show that feeding the perspective model to the network allows us to enforce global scale consistency and that this model can be obtained on the fly from the drone sensors."
L2B: Learning to Balance the Safety-Efficiency Trade-off in Interactive Crowd-aware Robot Navigation,M. Nishimura; R. Yonetani,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341519,NO,"Our proposed Learning to Balance (L2B) framework enables mobile robot agents to steer safely towards their destinations by avoiding collisions with a crowd, while actively clearing a path by asking nearby pedestrians to make room, if necessary, to keep their travel efficient. With this observation, our L2B framework augments the reward function used in learning an interactive navigation policy to penalize frequent active path clearing and passive collision avoidance, which substantially improves the balance of the safety-efficiency trade-off."
SpoxelNet: Spherical Voxel-based Deep Place Recognition for 3D Point Clouds of Crowded Indoor Spaces,M. Y. Chang; S. Yeon; S. Ryu; D. Lee,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341549,NO,"We also present SpoxelNet, a neural network architecture that encodes input voxels into global descriptor vectors by extracting the structural features in both fine and coarse scales. However, their performances are not as promising in indoor spaces because of the high level of occlusion caused by structures and moving objects."
DensePeds: Pedestrian Tracking in Dense Crowds Using Front-RVO and Sparse Features,R. Chandra; U. Bhattacharya; A. Bera; D. Manocha,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968470,NO,"We present a new motion model called Front-RVO (FRVO) for predicting pedestrian movements in dense situations using collision avoidance constraints and combine it with state-of-the-art Mask R-CNN to compute sparse feature vectors that reduce the loss of pedestrian tracks (false negatives). In practice, our approach is 4.5 × faster than prior tracking algorithms on the MOT benchmark and we are state-of-the-art in dense crowd videos by over 2.6% on the absolute scale on average."
Crowd-sourced Semantic Edge Mapping for Autonomous Vehicles,M. Herb; T. Weiherer; N. Navab; F. Tombari,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968020,NO,We reconstruct 3D boundaries of road infrastructure elements such as road markings and road boundaries from semantic object contours detected in keyframes by a neural network. Traditional methods for creating detailed maps of road environments involve expensive survey vehicles that cannot keep up with the frequent changes in the road network.
Crowd-Aware Robot Navigation for Pedestrians with Multiple Collision Avoidance Strategies via Map-based Deep Reinforcement Learning,S. Yao; G. Chen; Q. Qiu; J. Ma; X. Chen; J. Ji,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636579,NO,"By applying both maps as inputs of the neural network, we show that a navigation policy can be trained to better interact with pedestrians following different collision avoidance strategies. The results show that our approach allows the robot to successfully interact with various pedestrians and outperforms compared methods in terms of the success rate."
The Reasonable Crowd: Towards evidence-based and interpretable models of driving behavior,B. Helou; A. Dusi; A. Collin; N. Mehdipour; Z. Chen; C. Lizarazo; C. Belta; T. Wongpiromsarn; R. D. Tebbens; O. Beijbom,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9635960,YES,"We used the data to compare an instance of a rulebook [1], carefully hand-crafted independently of the dataset, with several interpretable machine learning models such as Bayesian networks, decision trees, and logistic regression trained on the dataset. To compare driving behavior, these models use scores indicating by how much different scenario traversals violate each of 14 driving rules."
Effect of Planning Period on MPC-based Navigation for a Biped Robot in a Crowd,M. Ciocca; P. -B. Wieber; T. Fraichard,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968070,NO,"This is because a footstep is planted on the ground, it usually stays there at a constant position until the next footstep is initiated, what naturally constrains the capacity for the robot to react and adapt its motion in between footsteps. Our result is that re-planning twice (or more) during each footstep leads to a significant reduction of the number of collisions when walking in a crowd, but depends on the density of the crowd."
Learning Human Navigation Behavior Using Measured Human Trajectories in Crowded Spaces,M. Fahad; G. Yang; Y. Guo,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341038,NO,"In this paper, we present a method to learn human navigation behaviors using an imitation learning approach based on generative adversarial imitation learning (GAIL), which has the ability of directly extracting navigation policy. Compared with existing works using analytical models (such as social force model) to generate human demonstration trajectories, our method learns directly from intrinsic human trajectories, thus exhibits more human-like navigation behaviors."
Robust Pedestrian Tracking in Crowd Scenarios Using an Adaptive GMM-based Framework,S. Zhang; D. Wang; F. Ma; C. Qin; Z. Chen; M. Liu,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341463,NO,"People in close social relationships tend to act as a group which is a great challenge to individually discriminate and track pedestrians on a LiDAR system. In this paper, we integrally model groups of people and track them in a recursive framework based on Gaussian Mixture Model (GMM)."
Towards Understanding and Inferring the Crowd: Guided Second Order Attention Networks and Re-identification for Multi-object Tracking,N. Bhujel; L. Jun; Y. W. Yun; H. Wang,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341625,NO,"In this work, we propose a robust feature learning for tracking-by-detection methods based on second-order attention network that can capture higher-order relationships between salient features at the early stages of Convolutional Neural Network (CNN). More specifically, GSAN looks into the attended maps of a person having the highest confidence and supervise itself to look into the correct regions in the images of the person."
Pedestrian-Robot Interactions on Autonomous Crowd Navigation: Reactive Control Methods and Evaluation Metrics,D. Paez-Granados; Y. He; D. Gonon; D. Jia; B. Leibe; K. Suzuki; A. Billard,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981705,NO,"We report the results of over 110 trials in different crowd types: sparse, flows, and mixed traffic, with low- (< 0.15 ppsm), mid- (< 0.65 ppsm), and high- (< 1 ppsm) pedestrian densities. We conclude that the reactive controller fulfils a necessary task of fast and continuous adaptation to crowd navigation, and it should be coupled with high-level planners for environmental and situational awareness."
Visual Vehicle Tracking Through Noise and Occlusions Using Crowd-Sourced Maps,S. M.S.; H. Grimmett; L. Platinský; P. Ondrúška,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593378,NO,"As a basis for the method we use a recently proposed system [1] for unsupervised motion prediction and extend it to a real-time visual tracking pipeline which can track vehicles through noise and extended occlusions using only a monocular camera. We show that these data can be used to first create a system enabling high-accuracy localisation, and then to accurately predict the future motion of newly observed cars in the camera view."
An Online Interactive Approach for Crowd Navigation of Quadrupedal Robots,B. Yang; J. Jiao; L. Wang; M. Liu,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981697,NO,We use various indicators to evaluate the social awareness of the planners and show that our method outperforms existing approaches in success rate to reach the goals and compatibility with humans while maintaining low navigation times. It recurrently expands and optimizes the estimated trajectories for the robot and neighboring agents and provides human-friendly navigation commands.
Multi-Agent Imitation Learning for Driving Simulation,R. P. Bhattacharyya; D. J. Phillips; B. Wulfe; J. Morton; A. Kuefler; M. J. Kochenderfer,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593758,NO,"Compared with single-agent GAIL policies, policies generated by our PS-GAIL method prove superior at interacting stably in a multi-agent setting and capturing the emergent behavior of human drivers. This difference makes such models unsuitable for the simulation of driving scenes, where multiple agents must interact realistically over long time horizons."
Learning to Fly—a Gym Environment with PyBullet Physics for Reinforcement Learning of Multi-agent Quadcopter Control,J. Panerati; H. Zheng; S. Zhou; J. Xu; A. Prorok; A. P. Schoellig,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9635857,NO,"Its multi-agent and vision-based reinforcement learning interfaces, as well as the support of realistic collisions and aerodynamic effects, make it, to the best of our knowledge, a first of its kind. Reinforcement learning environments— simple simulations coupled with a problem specification in the form of a reward function—are also important to standardize the development (and benchmarking) of learning algorithms."
BARK: Open Behavior Benchmarking in Multi-Agent Environments,J. Bernhard; K. Esterle; P. Hart; T. Kessler,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341222,NO,"Especially in scenarios involving multiple traffic participants that interact densely, autonomous vehicles still struggle to interpret situations and to eventually achieve their own mission goal. As driving tests are costly and challenging scenarios are hard to find and reproduce, simulation is widely used to develop, test, and benchmark behavior models."
